label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
3	503 m^2	0.4031	Computer Game Design	hamster	0.6276	964	0.8887	1193	Andrew	721	1063	1.0702
1	1066 m^2	0.8455	Electrical Engineering	reptile	0.9903	761	0.8143	1084	vANI	791	1090	1.147
2	1038 m^2	0.8573	Games and Playable Media	bird	0.9841	953	1.1294	381	Michael	1123	305	0.2591
3	1097 m^2	0.6307	Computer Game Design	hamster	0.9646	911	1.2325	1200	Andrew	607	866	
7	939 m^2	0.7773	Data Science	REPTILE	0.6132	933	1.3376	998	Chris	1176	-257	0.8167
3	991 m^2	0.9008	Statistics	hamster	0.8938	1368	1.0307	1096	Andrew	884	877	0.9881
5	1009 m^2	1.2779	Bioengineering	fish	0.5146	316	0.9139	1005	Fabrice	880	667	0.8696
1	875 m^2	1.3631	Electrical Engineering	reptile	1.147	1284	1.078	1114	Vani	1148	827	0.9021
3	860 m^2	0.684	Statistics	hamster	0.6549	999	1.1199	1102	Andrew	987	987	0.8394
7	938 m^2	0.6044	Data Science	ferret	0.9818	1107	0.7064	1297	CHRIS	754	-142	0.8925
2	981 m^2	0.8804	gAMES AND pLAYABLE mEDIA	chicken	0.8462	898	1.2066	231	Michael	1165	513	0.508
2	985 m^2	1.0703	Games and Playable Media	chicken	0.874	1061	0.8476	225	Reilly	496	227	0.0691
1	1456 m^2	1.0963	Electrical Engineering	reptile	1.0699	1114	0.8103	1227	Vani	799	1176	0.9072
4	832 m^2	1.1894	Bioinformatics	bird	0.2152	697	0.9717	1378	Inan	1015	591	0.5946
4	520 m^2	0.9712	Robotics Engineering	guinea pig	0.2471	910	0.5387	988	Lise	1104	605	0.5499
8	1416 m^2	0.6227	cOMPUTER sCIENCE	dog	0.8216	1210	0.7314	958	Tony	721	1099	0.9976
6	587 m^2	0.8831	Technology and Information Management	pig	0.9019	1097	0.8671	1227	Eriq	1023	763	1.085
8	937 m^2	0.9887	Computer Science	dog	1.0211	1138	0.9776	1169	Sam	614	969	1.0112
1	898 m^2	0.7864	Electrical Engineering	rabbit	0.6928	953	1.1709	1022	Inan	1274	1043	0.9683
8	1142 m^2	0.8058	Computer Science	dog	1.2473	1093	0.8952	654	Tony	693	794	1.236
2	1116 m^2	0.7904	Games and Playable Media	rat	0.7668	1084	0.8116	218	Michael	874	700	0.0577
8	1110 m^2	0.6711	Computer Science	dog	0.9577	876	0.8594	1024	Sam	1210	1011	1.2818
0	31 m^2	0.1089	Computer Engineering	RABBIT	0.8991	765	0.3199	268	Reilly	308	886	1.088
5	1028 m^2	0.8753	aPPLIED mATHEMATICS	rabbit	0.4234	493	0.8744	687	Fabrice	1216	595	1.0722
2	955 m^2	1.083	Statistics	pig	0.9955	872	0.8445	-55	Michael	903	138	0.5751
1	921 m^2	1.2395	Electrical Engineering	reptile	0.9	1124	0.6832	784	Inan	866	887	0.8783
5	958 m^2	0.771	Bioengineering	fish	0.3446	247	1.1129	842	Fabrice	785	987	0.9462
8	796 m^2	1.1062	Computer Science	ferret	1.3712	896	0.7613	1259	Sam	955	947	1.1142
8	1134 m^2	None	Computer Science	dog	1.0395	1136	1.2825	794	Sam	1279	906	1.184
2	1195 m^2	1.0025	Games and Playable Media	rat	0.656	934	0.8156	108	Michael	613	133	0.5084
5	1108 m^2	1.0025	Applied Mathematics	fish	0.6318	533	0.7957	749	Chris	584	774	0.9099
7	928 m^2	0.8687	Data Science	cat	0.4568	856	1.2168	804	Chris	975	165	0.9789
4	1001 m^2	1.2544	robotics engineering	bird	0.4247	869	0.9392	971	Lise	730	730	0.7409
1	1144 m^2	0.9943	Electrical Engineering	reptile	1.1438	859	0.6874	1040	Vani	745	988	0.5838
2	946 m^2	1.2465	Games and Playable Media	rat	0.9714	834	0.6633	389	Michael	871	636	0.6435
3	1000 m^2	0.7559	Human Computer Interaction	ferret	0.8374	1229	1.0623	1094	Andrew	706	852	1.048
3	995 m^2	0.5607	Human Computer Interaction	hamster	0.8185	895	0.9851	789	Andrew	821	972	1.3394
3	1089 m^2	0.4915	Computer Game Design	hamster	0.5149	822	0.9301	936	Andrew	1190	511	1.0424
2	1426 m^2	0.9052	Games and Playable Media		0.9248	882	1.0915	126	Michael	838	312	0.233
4	1119 m^2	1.2805	bioinformatics	bird	0.2463	982	1.2277	897	Inan	1169	750	0.9005
1	1014 m^2	1.208	ELECTRICAL ENGINEERING	reptile	1.0527	1034	1.0641	982	Vani	1106	922	1.0921
0	-62 m^2	0.2581	Natural Language Processing	rabbit	0.568	711	0.255	392	Reilly	204	807	1.2484
6	516 m^2	1.3665	Technology and Information Management	pig	1.2518	952	0.8849	763	Eriq	915	1110	0.9266
7	900 m^2	1.0487	Data Science	cat	0.5642	1004	0.7656	815	Chris	NULL	-13	0.9139
7	937 m^2	0.7668	Data Science	cat	0.256	1195	0.7999	859	Chris	1159	1	0.8958
0	208 m^2	0.2882	Natural Language Processing	rabbit	0.6536	840	0.7088	661	Reilly		900	1.27
2	903 m^2	0.997	Games and Playable Media	rat	1.1301	934		294	Michael	720	286	0.5015
1	903 m^2	0.9191	Electrical Engineering	reptile	0.9566	808	0.7629	923	Vani	1150	933	0.7194
4	563 m^2	0.9235	Bioinformatics	bird	0.0116	771	1.2151	1043	Inan	1177	689	0.6814
7	980 m^2	0.4145	Data Science	cat	0.8	941	0.9208	NULL	Chris	833	-245	0.796
6	927 m^2	1.1603	Computational Media	pig	1.2165	1014	1.0511	1055	Eriq	463	1165	0.6723
3	1161 m^2	0.8908	Human Computer Interaction	HAMSTER	0.7356	1044	0.9946	854	Andrew	936	1145	0.948
2	1079 m^2	0.9745	Games and Playable Media	chicken	1.283	841	0.7638	262	Michael	606	411	0.3094
2	897 m^2	0.6882	Games and Playable Media	rat	1.29	1154	0.9572	104	Michael	896	506	0.2416
3	957 m^2	0.3734	Human Computer Interaction	hamster	0.769	1159	0.8104	766	Andrew	988	1113	0.9685
6	990 m^2	1.0048	Computational Media	fish	0.8859	1020	0.8674	1256	Eriq	1194	851	0.8149
1	1115 m^2	1.191	Electrical Engineering	Ferret	1.2042	878	0.9891	977	Vani	1523	1073	0.8769
4	973 m^2	0.9103	Bioinformatics	bird	0.1026	731	0.7304	1172	Lise	1252	876	0.8953
1	1102 m^2	1.1847	Electrical Engineering	reptile	n/a	1101	0.9871	995	Vani	685	710	0.9843
0	222 m^2	-0.0601	Computer Engineering	reptile	0.8197	1128	0.6181	744	Eriq	412	1142	1.1411
6	1063 m^2	1.1715	Computational Media	pig	0.6709	689	1.1174	1286	Eriq	869	860	0.8298
7	1165 m^2	0.8691	Data Science	cat	0.4128	888	1.19	1247	Chris	789	136	1.0157
7	919 m^2	1.0391	Data Science	cat	0.6962	1098	1.0689	1106	Chris	952	130	1.1124
3	1180 m^2	0.48	Computer Game Design	ferret	0.9049	?	NULL	647	Andrew	954	732	0.9334
4	946 m^2	1.0138	Bioinformatics	guinea pig	0.3768	866	1.0673	1273	Lise	1040	803	0.6501
7	988 m^2	0.8684	Data Science	cat	0.661	987	0.9993	782	Chris	923	-151	0.7924
0	216 m^2	0.2426	Computer Engineering	rabbit	0.7756	922	0.3722	478	Reilly	592	946	1.298
8	1202 m^2	1.0993	Computer Science	dog	1.1782	959	0.9559	1054	Tony	796	1060	1.2954
3	951 m^2	0.5184	Statistics	hamster	0.9106	955	0.9117	1073	Andrew	1312	885	1.1475
3	1142 m^2	0.5925	Technology and Information Management	bird	1.0941	1116	1.1288	1235	Andrew	734	820	0.9028
0	-5 m^2	-0.395	Computer Engineering	rabbit	0.6881	1084	0.0825	269	Reilly	527	868	0.953
8	1094 m^2	0.2624	Computer Science	fish	1.255	1014	0.8244	975	Sam	795	826	1.0263
3	1321 m^2	0.6911	Statistics	hamster	1.1016	1043	1.2627	1135	Andrew	904	659	1.3171
7	973 m^2	0.8117	data science	ferret	0.3891	859	1.0255	903	Chris	948	106	0.9094
2	1066 m^2	0.7567	Games and Playable Media	rat	1.0104	694	0.8759	130	Michael	998	462	0.4009
1	889 m^2	1.0089	Statistics	reptile	1.1015	1162	0.5702	880	Vani	716	1171	1.0409
0	445 m^2	0.4968	Biotechnology	rabbit	0.4171	743	0.5516	245	Reilly	150	1182	0.7656
5	851 m^2	0.6625	Applied Mathematics	fish	0.6798	-16	1.0504	601	Fabrice	1244	900	0.7476
3	1053 m^2	0.5371	Human Computer Interaction	hamster	1.3413	1268	0.7452	1234	Andrew	1059	914	1.102
1	1176 m^2	1.0322	Electrical Engineering	reptile	1.1209	1052	1.0573	1135	Vani	998	1180	0.7541
8	935 m^2	1.1809	Computer Science	dog	1.1174	1031	0.8219	1525	Tony	961	783	0.7905
6	959 m^2	1.13	Computational Media	pig	0.786	802	1.0719	1056	Eriq	720	754	1.2016
6	763 m^2	1.1079	Computational Media	pig	1.2057	1018	0.8683	916	Eriq	678	822	1.1553
6	686 m^2	0.7734	Computational Media	pig	0.9882	871	1.3311	915	Eriq	796	925	1.0376
1	952 m^2	1.1989	Electrical Engineering	reptile	1.1128	809	1.1688	1101	Vani	1123	1125	1.1132
8	1236 m^2	0.7052	Computer Science	dog	1.0042	1367	1.0372	997	Sam	1127	986	0.818
2	784 m^2	1.0845	Games and Playable Media	chicken	0.9959	984	1.0967	166	Michael	1249	245	0.44
0	239 m^2	-0.0456	Biotechnology	RABBIT	0.4681	888	0.0566	391	Reilly	388	1276	0.9378
3	1078 m^2	0.1638	Computer Game Design	guinea pig	1.0092	1325	0.7993	935	Andrew	623	1266	1.2253
0	355 m^2	0.0504	Computer Engineering	rabbit	0.4858	1094	0.418	419	Reilly	639	1019	0.9982
8	1093 m^2	0.9038	Computer Science	dog	0.8932	884	0.7435	1052	Fabrice	621	997	0.9995
3	1159 m^2	0.7332	Human Computer Interaction	hamster	0.8134	1025	1.3267	1171	Andrew	352	1011	1.2348
8	908 m^2	0.8973	Computer Science	dog	1.0371	1232	1.0543	890	Michael	986	1113	0.9371
3	1473 m^2	0.4162	Computer Game Design	Hamster	0.8831	1369	1.0187	1227	Andrew	1122	1170	0.9936
1	1200 m^2	0.8071	Electrical Engineering	rabbit	1.219	774	0.9588	1118	Eriq	1059	1109	0.8659
2	916 m^2	1.2831	Games and Playable Media	rat	0.9383	1210	1.172	286	Michael	881	283	0.8092
1	1156 m^2	0.7434	Electrical Engineering	reptile	1.1664	919	1.0943	1028	Vani	1452	1158	1.0559
2	944 m^2	0.3844	Games and Playable Media	chicken	1.1134	1219	0.8389	680	Michael	603	490	0.3642
3	1246 m^2	0.4176	Computer Game Design	hamster	0.6873	830	1.0761	949	Andrew	1143	909	0.941
5	914 m^2	1.1588	Computer Science	fish	0.4497	n/a	1.3802	903	Fabrice	1073	660	0.9658
2	915 m^2	1.0355	Games and Playable Media	chicken	0.9875	1141	0.9877	301	Michael	1071	551	0.367
8	1012 m^2	1.069	Computer Science	dog	1.191	939	0.8877	1116	Reilly	789	889	0.9111
6	710 m^2	1.0347	Technology and Information Management	pig	1.2832	932	0.9432	1408	Eriq	857	1167	1.0669
0	292 m^2	-0.0956	Biotechnology	rat	0.5462	877	0.1606	500	Reilly	63	854	0.6878
8	1119 m^2	1.0357	Computer Science	dog	0.966	1204	1.0582	888	Tony	808	931	1.0053
4	1100 m^2	1.0393	Bioinformatics	guinea pig	0.1205	1022	0.962	1245	Lise	542	1217	0.8363
1	1219 m^2	1.0686	Bioengineering	reptile	1.0162	912	1.0492	840	Vani	892	1123	1.0255
7	1094 m^2	0.717	Data Science	cat	0.6561	1117	0.8949	1177	Chris	1543	-82	1.2941
8	1269 m^2	1.1636	Computer Science	dog	1.1712	1160	1.225	1126	Tony	990	1038	1.3351
2	1286 m^2	1.1304	Games and Playable Media	rat	0.9611	907	0.7472	268	Michael	1192	593	0.2935
3	925 m^2	0.6608	Human Computer Interaction	ferret	0.7588	n/a	0.7903	1174	Andrew	958	1027	?
1	938 m^2	1.53	Electrical Engineering	reptile	0.8396	888	0.8832	943	Vani	858	933	0.7132
5	1130 m^2	1.2772	Bioengineering	fish	0.8114	335	0.5791	727	Inan	865	886	0.8308
2	1215 m^2	0.7723	Games and Playable Media	chicken	1.1107	856	1.0337	142	Michael	831	750	0.5605
3	1096 m^2	0.7984	Computer Game Design	hamster	0.9315	1092	0.9892	1010	Andrew	861	1089	0.9606
2	1170 m^2	1.1493	Games and Playable Media	rat	0.6715	1093	0.5486	54	Michael	1175	490	0.2075
7	821 m^2	1.1164	Data Science	cat	0.5354	610	0.9685	1017	chris	1088	69	0.8211
4	1207 m^2	0.5976	Robotics Engineering	guinea pig	0.347	700	0.7455	870	Inan	1473	791	0.9017
6	801 m^2	0.8535	Computational Media	pig	1.1422	936	0.992	1080	Eriq	842	1003	0.8265
0	178 m^2	0.2091	Natural Language Processing	rabbit	0.7861	1124	0.3268	967	Reilly	208	966	1.1032
6	849 m^2	0.4804	Technology and Information Management	pig	0.9718	1117	0.9868	1300	Eriq	900	699	0.9701
5	952 m^2	0.7598	Applied Mathematics	fish	0.7274	415	1.2869	883	Fabrice	1226	681	1.1953
8	1059 m^2	0.732	Computer Science	dog	1.051	1324	1.0445	1088	Sam	1402	900	0.8717
7		1.2521	Data Science	cat	0.6499	873	0.9516	1114	Chris	873	252	0.9304
6	277 m^2	1.0317	Technology and Information Management	pig	1.0249	958	1.1073	970	Eriq	832	799	1.042
2	1029 m^2	0.8836	Games and Playable Media	chicken	1.1397	1202	1.2268	235	Tony	1135	437	0.2889
1	1318 m^2	0.7918	Electrical Engineering	reptile	0.8911	693	0.8775	1323	Vani	944	1097	0.7673
2	1226 m^2	0.9505	Games and Playable Media	chicken	0.9114	958	0.8778	168	Michael	1143	335	0.4053
4	839 m^2	0.9816	Robotics Engineering	bird	0.3032	598	0.8745	1119	Inan	1312	689	0.7264
0	116 m^2	-0.3775	Biotechnology	rabbit	0.5879	1092	0.4389	247	Inan	331	920	0.8524
7	1137 m^2	1.1232	Bioinformatics	cat	0.414	895		1019	Chris	801	-254	1.0979
4	924 m^2	0.9191	Bioinformatics	bird	0.5079	1015	1.1183	923	Inan	1102	693	0.9989
7	953 m^2	0.8173	Data Science	cat	0.5913	834	0.9426	779	Chris	1075	-27	1.1441
0	407 m^2	0.2582	Computer Engineering	rabbit	0.5177	1260	0.3186	391	Reilly	413	1290	0.9147
5	604 m^2	0.7739	Data Science	Fish	0.5396	364	1.248	473	Fabrice	1038	744	1.0263
0	530 m^2	-0.275	Biotechnology	rabbit	0.7805	1009	0.1852	388	Eriq	358	1128	0.8793
5	1196 m^2	0.5967	Bioengineering	fish	0.4299	306	1.2294	899	Fabrice	894	701	1.1134
7	878 m^2	0.8889	Data Science	cat	0.3283	992	1.2896	883	Lise	1230	195	0.8361
4	1156 m^2	0.8187	Robotics Engineering	bird	0.4049	874	0.8708	852	Inan	622	593	0.7069
4	1061 m^2	1.1492	Robotics Engineering	guinea pig	0.2287	856	1.2747	917	Inan	1214	596	0.9172
2	935 m^2	1.1763	Games and Playable Media	chicken	1.0165	906	0.7879	288	Michael	564	554	0.6124
5	885 m^2	1.1029	Bioengineering	fish	0.576	533	0.6152	822	Fabrice	1064	812	0.9482
7	920 m^2	0.6593	Data Science	cat	0.4832	1134	1.0126	1180	Chris	1193	101	0.8023
0	286 m^2	0.288	Computer Engineering	rabbit	0.97	859	0.3596	761	Reilly	587	1011	1.1077
1	986 m^2	0.6807	Electrical Engineering	reptile	1.0057	728	0.6399	1253	Chris	1198	849	0.8044
3	796 m^2	0.2369	Human Computer Interaction	ferret	0.7259	1010	1.0396	1197	Andrew	1274	1138	1.0589
2	907 m^2	0.3582	Games and Playable Media	rat	1.2065	1164	1.109	321	Michael	568	231	0.0402
0	375 m^2	0.5028	Biotechnology	chicken	0.6216	996	0.549	392	Chris	134	1092	1.06
1	892 m^2	1.1986	Electrical Engineering	reptile	1.0342	754	0.9304	1133	Michael	1048	1070	1.3409
4	883 m^2	0.9841	Bioinformatics	rabbit	0.1877	947	0.7899	829	Inan	1270	567	0.8725
7	1089 m^2	0.8316	Data Science	cat	0.3321	885	0.953	819	Chris	1021	245	0.8136
6	846 m^2	1.2117	Technology and Information Management	pig	1.1801	799	0.5049	964	Eriq	706	869	1.0184
4	1014 m^2	1.1952	Robotics Engineering	bird	0.1618	877	0.8991	1108	Lise	1179	854	0.7904
8	1017 m^2	0.7213	Computer Science	rabbit	1.0632	1021	0.824	876	Fabrice	1320	898	1.42
8	1399 m^2	1.4351	Computer Science	dog	1.1229	1032	1.1211	1012	Tony	1010	1140	1.1132
1	871 m^2	1.1145	Electrical Engineering	reptile	1.1176	932	0.7973	1394	Vani	846	1399	0.9924
0	202 m^2	-0.4417	Computer Science	rabbit	0.9236	691	0.8769	402	Reilly	-144	856	0.7401
5	959 m^2	0.8766	Statistics	fish	0.3522	480	0.7403	670	Fabrice	827	889	0.9749
3	1119 m^2	0.7191	Computer Game Design	ferret	0.7828	744	0.7841	996	Andrew	679	937	0.9509
2	1201 m^2	1.1457	Games and Playable Media	chicken	0.977	991	1.0813	151	Michael	1440	469	0.4246
3	935 m^2	0.2326	Computer Game Design	ferret	0.8885	772	0.866	932	Andrew	885	1287	0.7871
2	1378 m^2	0.4304	Games and Playable Media	chicken	0.8294	1259	0.9082	-59	Michael	1208	404	0.203
3	1046 m^2	0.6938	Human Computer Interaction	ferret	0.8114	1301	1.0194	813	Andrew	527	1074	0.9692
0	48 m^2	0.165	Computer Engineering	guinea pig	0.8691	881	0.461	522	Reilly	274	779	1.0645
7	842 m^2	0.701	Data Science	cat	0.659	1348	1.2241	995	Chris	542	-29	1.0184
1	953 m^2	1.2383	Electrical Engineering	reptile	1.3722	949	0.9074	747	Tony	1153	1307	0.8214
7	745 m^2	0.8211	Data Science	cat	0.5547	1114	0.9115	941	Michael	792	307	1.1447
6	749 m^2	0.8433	Computational Media	pig	0.999	693	0.9797	773	Sam	1028	866	0.7592
1	None	1.1702	Electrical Engineering	reptile	0.8589	796	0.6033	1214	Vani	999	1181	0.9817
1	981 m^2	0.8089	Computational Media	reptile	0.9488	910	0.9535	841	Vani	1150	959	1.2171
6	785 m^2	0.8786	Technology and Information Management	pig	0.6247	1001	1.2962	783	Eriq	957	790	0.8142
2	1178 m^2	0.9416	Games and Playable Media	rat	0.9155	1109	0.9305	149	Inan	1106	595	0.073
3	911 m^2	0.5933	Statistics	rabbit	0.9989	955	0.63	942	Vani	1226	1138	0.9083
0	58 m^2	0.2481	Computer Engineering	rabbit	0.7828	1139	0.3458	376	Reilly	23	1156	0.9872
1	1021 m^2	1.4166	Electrical Engineering	REPTILE	0.8959	1124	1.2877	1018	Andrew	692	956	0.8403
0	180 m^2	0.4095	Natural Language Processing	rabbit	0.7692	1161	0.4386	285	Reilly	668	907	1.2546
7	1183 m^2	0.7839	Data Science	cat	0.8616	789	1.1256	898	Chris	1090	90	0.8715
7	1077 m^2	0.7827	Data Science	cat	0.6413	924	1.2646	846	Chris	833	-188	0.7295
8	1013 m^2	0.9235	Computer Science	dog	1.0709	1077	1.0225	1252	Tony	923	1166	1.0703
0	-130 m^2	0.126	Biotechnology	dog	0.7066	951	0.2522	None	Reilly	157	757	0.9491
2	1319 m^2	0.4079	Games and Playable Media	chicken	0.8591	870	0.9561	164	Sam	888	406	0.0305
3	1184 m^2	0.6986	Computer Game Design	hamster	0.7687	1377	0.8582	717	Andrew	1099	675	1.2761
5	836 m^2	1.1844	Bioengineering	fish	0.5849	205	1.0202	586	Fabrice	859	829	0.9078
0	114 m^2	0.1503	Natural Language Processing	rabbit	0.8773	718	0.1158	558	Reilly	326	815	0.8187
0	-86 m^2	0.581	Natural Language Processing	rabbit	0.7429	1010	0.4512	428	Reilly	588	933	1.1289
7	1369 m^2	0.4984	Data Science	cat	0.6762	960	1.1212	771	Chris	1365	-10	1.0272
8	907 m^2	1.4494	Computer Science	dog	0.6193	1225	1.0127	1051	Sam	1025	787	0.9001
8	830 m^2	1.4077	Computer Science	rat	0.9445	1202	1.188	1043	Sam	1270	1444	1.122
2	1208 m^2	0.8056	Games and Playable Media	RAT	0.6056	870	0.8931	340	Michael	886	598	0.1918
2	787 m^2	1.3125	Games and Playable Media	rat	0.6551	951	0.9091	642	Tony	757	313	0.5498
2	919 m^2	0.8844	Games and Playable Media	rat	1.0122	1008	0.9995	1	Andrew	900	498	0.4987
0	432 m^2	-0.0225	Natural Language Processing	rabbit	0.9802	1046	0.3581	465	Reilly	491	991	0.9095
8	1365 m^2	0.8148	Computer Science	dog	1.0033	1133	1.4195	957	Tony	695	960	0.8192
1	998 m^2	0.8844	Electrical Engineering	reptile	1.1025	1034	1.0709	1276	Eriq	652	1186	1.0359
1	1021 m^2	0.8907	Electrical Engineering	reptile	0.8822	772	0.7723	946	Vani	1116	1232	1.03
5	814 m^2	0.7987	Applied Mathematics	fish	0.7189	498	1.0795	807	Chris	989	920	1.0216
4	1253 m^2	0.7986	Bioinformatics	cat	0.3581	850	0.7674	969	Lise	1044	903	1.1445
0	430 m^2	0.2593	Biotechnology	rabbit	0.4401	998	0.7486	250	Reilly	373	1087	0.8235
7	811 m^2	0.7459	Data Science	cat	0.451	690	1.1896	971	Chris	1245	185	1.2586
3	941 m^2	0.2044	Human Computer Interaction	hamster	1.0656	1067	1.0994	865	Andrew	974	909	1.1283
7	875 m^2	1.18	Data Science	cat	0.4094	1064	0.9952	1139	Chris	682	77	0.9527
0		0.1032	Natural Language Processing	rabbit	0.4829	1175	0.1254	695	Reilly	-45	578	0.9584
4	973 m^2	0.8836	robotics engineering	bird	-0.1137	712	1.0686	988	Inan	1357	880	0.8275
3	1301 m^2	0.3653	Computer Game Design	hamster	0.8954	1116	0.9774	989	Tony	760	1071	NULL
2	865 m^2	0.8377	Games and Playable Media	rat	0.7608	1363	1.0501	160	Michael	551	189	0.2115
8	933 m^2	1.3593	Computer Science	dog	1.1424	1069	0.8318	1397	Sam	1030	1044	0.8452
4	1160 m^2	1.5383	Robotics Engineering	bird	0.1748	1062	0.829	867	Inan	1021	664	0.4779
0	333 m^2	-0.058	Biotechnology	rabbit	0.6244	834	0.0286	626	Andrew	309	928	1.1259
5	708 m^2	1.0786	Applied Mathematics	fish	0.8192	365	0.7826	847	Fabrice	1039	949	1.0099
7	1100 m^2	0.8488	Data Science	cat	0.9065	876	0.9533	1029	Chris	1201	-200	1.0505
3	881 m^2	0.7269	Statistics	ferret	0.7285	1046	0.8155	944	Andrew	732	974	0.9243
2	803 m^2	1.0161	Games and Playable Media	rat	0.8316	931	1.1674	-53	Michael	915	257	0.7802
2	952 m^2	1.1143	Games and Playable Media	pig	0.9787	1010	n/a	203	Michael	511	332	0.162
2	1165 m^2	0.7648	Games and Playable Media	chicken	0.9388	1188	0.999	63	Michael	969	336	0.4228
5	850 m^2	None	Applied Mathematics	fish	0.4563	-29	1.0186	589	Fabrice	972	841	0.9679
7	890 m^2	0.6447	Data Science	cat	0.7502	873	0.9844	870	Chris	752	NULL	1.2753
6	756 m^2	1.0324	computational media	ferret	0.8993	1171	0.8221	1093	Eriq	626	795	0.8565
6	964 m^2	1.1338	Technology and Information Management	pig	0.9798	784	1.1119	1151	Eriq	750	1047	0.8983
7	1089 m^2	0.8577	Data Science	cat	0.7126	?	0.6388	830	Michael	1070	207	0.7434
3	1267 m^2	0.2321	Statistics	hamster	0.8675	992	1.2767	1247	Andrew	793	1089	1.2061
3	1178 m^2	0.604	Statistics	hamster	0.9534	1041	0.9311	1019	Andrew	896	726	0.7248
7	1007 m^2	0.6956	Data Science	CAT	0.7439	910	0.7036	1210	Reilly	1192	379	0.9687
6	624 m^2	0.9621	Computational Media	cat	0.9691	1206	0.7456	1032	Eriq	728	1154	0.8526
7	1092 m^2	1.0126	Data Science	cat	0.5159	1158	1.0469	1021	Reilly	1026	-228	0.991
2	864 m^2	0.921	Games and Playable Media	RAT	0.9351	1220	0.9195	53	Michael	1006	256	0.474
8	812 m^2	0.7497	Computational Media	reptile	1.1737	1109	1.4387	1031	Tony	1122	776	0.8993
3	951 m^2	0.8258	cOMPUTER eNGINEERING	DOG	0.7039	999	0.7955	1346	Andrew	797	1094	0.8334
8	900 m^2	1.1671	COMPUTER SCIENCE	dog	1.3211	1037	0.7946	1166	Sam	1512	775	N/A
3	1129 m^2	0.7585	Human Computer Interaction	ferret	0.7687	1431	1.1111	919	Andrew	853	661	0.8601
0	180 m^2	-0.0851	Computer Engineering	rabbit	0.4457	1096	0.757	451	Reilly	813	1321	0.8718
3	908 m^2	0.9271	Human Computer Interaction	dog	0.8992	1100	0.9475	1089	Andrew	809	845	0.945
1	1163 m^2	0.6762	Robotics Engineering	reptile	1.1386	757	1.0409	1122	Vani	751	1158	1.3765
8	639 m^2	0.52	Computer Science	dog	0.9672	1124	1.0294	1115	Tony	1148	999	1.273
1	1158 m^2	0.7035	Electrical Engineering	reptile	1.2529	1055	0.6364	781	Vani	996	671	0.981
1	1136 m^2	0.8923	Electrical Engineering	reptile	0.8809	982	1.2891	1024	Vani	1239	1197	1.132
0	341 m^2	-0.0129	Computer Engineering	rabbit	0.5212	1027	0.2593	79	Reilly	360	1363	0.9721
5	1035 m^2	1.0748	Bioengineering	fish	0.5449	346	0.9866	663	Fabrice	879	863	0.8845
4	1088 m^2	0.7411	Robotics Engineering	bird	0.4451	750	0.7535	1006	Inan	802	802	0.2735
1	1386 m^2	0.9701	Electrical Engineering	reptile	0.9035	747	1.0733	980	Vani	884	906	0.8276
7	1034 m^2	0.6422	Data Science	cat	0.8177	1142	1.1808	1121	Chris	1306	-44	1.1286
4	1065 m^2	1.1943	Robotics Engineering	bird	0.1486	785	0.9844	938	Eriq	982	535	0.7666
8	1029 m^2	1.0723	Data Science	dog	1.3794	1277	0.7965	1055	Tony	NULL	874	0.779
0	15 m^2	0.3928	Computational Media	rabbit	0.791	1134	0.5225	402	Vani	454	765	1.1188
7	1101 m^2	1.1854	Data Science	cat	0.5382	1057	0.7389	862	Michael	897	-109	0.8554
6	655 m^2	1.3116	Technology and Information Management	pig	0.9272	789	0.9705	976	Eriq	1165	979	0.8642
1	1204 m^2	0.7251	Electrical Engineering	ferret	0.9187	1004	1.1311	918	Vani	950	1092	1.0812
0	289 m^2	0.1604	Natural Language Processing	rabbit	0.7187	1209	0.5219	567	Inan	181	661	1.1767
6	535 m^2	1.2069	Computational Media	fish	1.189	1154	1.301	1075	Eriq	814	828	0.838
1	771 m^2	0.8601	Electrical Engineering	reptile	1.1112	993	1.012	776	Vani	1248	928	0.8045
5	988 m^2	1.0985	Bioengineering	fish	0.1938	533	0.6712	905	Fabrice	731	799	0.9031
3	1100 m^2	0.3481	Computer Game Design	hamster	0.8523	767	1.0377	1037	ANDREW	989	664	1.2957
3	1012 m^2	0.5295	Computer Game Design	ferret	1.1067	1145	0.9995	711	Andrew	790	1092	0.922
6	632 m^2	0.9724	Computational Media	pig	1.2909	1217	0.7538	1059	Eriq	879	1018	1.1595
1	1171 m^2	0.9416	Electrical Engineering	rat	0.913	865	NULL	1154	Andrew	978	533	0.6706
3	?	0.1937	Human Computer Interaction	hamster	0.7859	893	1.0306	1259	Andrew	1260	946	1.0323
6	626 m^2	1.0403	Computational Media	pig	1.1494	683	0.7915	974	Eriq	299	736	1.0454
2	1065 m^2	0.9997	Games and Playable Media	rabbit	1.1061	1031	0.9969	355	Michael	1078	357	0.39
6	1093 m^2	1.1952	Computational Media	cat	1.0153	1091	0.9855	815	Eriq	798	958	0.8294
3	1098 m^2	0.9679	Statistics	ferret	0.6702	826	0.7524	938	Fabrice	1211	896	0.7825
2	1379 m^2	1.0228	Games and Playable Media	rat	0.9097	901	0.7107	-19	Michael	1052	505	0.6155
2	1224 m^2	0.6996	Games and Playable Media	rat	0.8279	922	0.9619	57	Michael	1052	373	0.513
